,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,accountID,accountCreatedAt,tweetID
22,adaroundtown,Mild mannered Torontonian by day...,Toronto,663,254,29239,52,"For an ed worker making $43k/yr in Ontario, Stephen Lecce’s latest bully “offer” means an extra $1.30 PER DAY in pocket. That’s about 1/4th of a head of lettuce these days. Work a week, and you can afford a whole head! https://t.co/CcaDjYyHKe",[],2007-12-06 13:04:18+00:00,10902262,1587034333134704640
23,tete_inu,"色んなゲームをやってみようと思う年頃
 アイコンしゃも様",おてふれんど,207,424,22864,0,@lettuce_oisi ありがとうレタスさんᐡ _  ̫ _ ̥ᐡちゃちゃっとなおしたい！,[],2017-06-24 02:51:16+00:00,878445387886940160,1587034321332109313
24,Lettuce_GraBlue,無農薬になりたい,はたけ,373,199,20671,2437,"今日も一日
https://t.co/O6RiYae4O6",[],2017-11-15 15:24:40+00:00,930818842317729793,1587034306572320768
25,smckendrylisi,i teach things and incorporate drake lyrics into everyday conversations,,110,77,14941,52,"For an ed worker making $43k/yr in Ontario, Stephen Lecce’s latest bully “offer” means an extra $1.30 PER DAY in pocket. That’s about 1/4th of a head of lettuce these days. Work a week, and you can afford a whole head! https://t.co/CcaDjYyHKe",[],2011-08-08 19:01:21+00:00,351070828,1587034305057923072
26,mumbu_a2,"https://t.co/s3bbuc3xzp

• CLG😌👑",Kisumu,820,3472,30285,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2022-09-03 20:50:34+00:00,1566166717004382209,1587034303455809537
27,tartancobweb,,Scotland Europe.,614,2623,901906,51,Oof. It's not as immediately damning as the lettuce comparison - but it will have a much longer shelf-life. https://t.co/aLLAHu4wOe,[],2014-09-22 15:34:10+00:00,2780346221,1587034230676144128
28,AnotherKOT,"Managing Director, Digital Drimz Africa/
Publicist/
Industry player/
Another Kenyan On Twitter!","Nairobi, Kenya",333,9632,91272,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2012-05-07 08:58:05+00:00,573530115,1587034193711841281
29,TyMwaura,"|| Soundie || I Do It, like there's No Tomorrow|| #LiberatedAfrika",mtaaniDATcom,4997,1744,11427,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2012-05-02 07:51:49+00:00,568898132,1587034179761569792
30,jim_nastii,United till I die.  Animal bro... shout out all the visionaries✊🏿,"Nairobi, Kenya",730,243,9110,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2013-02-10 08:13:10+00:00,1165288856,1587034177043668993
31,KUcoolkid_,we are back!!!,"Nairobi, Kenya",6699,10047,25071,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2019-01-06 22:51:35+00:00,1082047050328535047,1587034174606778369
32,physrj,"Research Scientist, Husband / Dad of 2.","Maastricht, The Netherlands",1695,652,63802,51,Oof. It's not as immediately damning as the lettuce comparison - but it will have a much longer shelf-life. https://t.co/aLLAHu4wOe,[],2012-10-25 08:29:46+00:00,903477606,1587034142633517061
33,Wings2806,"Engineer. Rubbish snowboarder and golfer. In the gym to improve and feel good. Doodler. Probably ADHD. Sporadic tweeter.

Rejoin the EU - ASAP.","Warrington, UK",1879,1969,25266,51,Oof. It's not as immediately damning as the lettuce comparison - but it will have a much longer shelf-life. https://t.co/aLLAHu4wOe,[],2009-03-21 14:39:27+00:00,25679988,1587034141266255874
34,Wainga407,Existence is pain,Nowhere,197,62,3668,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2011-07-06 22:19:52+00:00,330625542,1587034125130670082
35,NadiaBintiAli,"Xiumin enthusiast, multifandom. KPOP & BL ♥️ Medical Officer KKM. YoungLiving Essential Oil",Malaysia,2150,491,115402,0,Got free lettuce from patient today because she lives in Cameron Highland 🤣🤣🤣,[],2011-05-07 01:36:06+00:00,294376655,1587034123490631681
36,viewvalley,,"Wales, United Kingdom",315,1205,295756,51,Oof. It's not as immediately damning as the lettuce comparison - but it will have a much longer shelf-life. https://t.co/aLLAHu4wOe,[],2011-01-24 15:17:46+00:00,242341151,1587034090213150720
37,meretTSLXG,"A levels student, have been featured on @TimesofOman, @BBCUrdu, @brecordernews, @WorldPTV etc for contributing to cybersecurity as a 12 year old kid.",Lesotho,2,0,1,0,What did Bacon say to Tomato? Lettuce get together!,[],2022-10-31 10:49:41+00:00,1587034062253965312,1587034086643752960
38,glotrad22,Getting to the land of the free and Man u 💉🩸. We all different animals.,,75,58,2079,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2022-03-29 20:55:13+00:00,1508910612117659649,1587034076959096832
39,hamham_lettuce,はむっ シャキシャキ アイマスがすきです！765ASとシャニをメインにお絵描きします 感想とかリクエストあれば、リンク先のマシュマロにお願いします！,,113,224,2419,0,モノ/クマが次々落ちていく中てっぺんに居る少年に手が届…きそうになったところで振り返るとそれはモノ/クマで、驚いた拍子に落下… バスに〇かれてしまう…むにゃむにゃ…,[],2017-10-28 14:17:35+00:00,924278979678298113,1587034049880920064
40,hamham_lettuce,はむっ シャキシャキ アイマスがすきです！765ASとシャニをメインにお絵描きします 感想とかリクエストあれば、リンク先のマシュマロにお願いします！,,113,224,2419,0,うーん…むにゃむにゃ… ダン/ガン/ロンパでの浅倉透のおしおき… トライアスロン形式で、たくさんのモノ/クマとレース… 花火を背中に海を泳ぎ、川沿いを100周マラソン… メリーゴーランドの馬に乗ってたどり着くは巨大ジャングルジムで…,[],2017-10-28 14:17:35+00:00,924278979678298113,1587034047729242113
41,mbutscher,Mastodon: @mbutscher@ieji.de,"Hof/Saale, Bavaria, Germany",162,102,10490,1672,Sorry but who *didn’t* go to halloween as the lettuce that outlived Liz Truss? https://t.co/yLZhjoTJYu,[],2009-09-28 11:44:09+00:00,77991724,1587034039915094016
42,Tusk8rman,Elephant herder|Zeitgeist|Seeking Shangri-La |ArsenalFC|Apple| Gamer| Aviation |iPods & More | 🐺 | Son| SCM,iCloud,2707,4937,860601,14,"Here are the prices: 
Bell peppers -
Green- 60shs/kg
Red and Yellow- 150/kg
Tomatoes- 40 per kg
Sukuma and Spinach- 30 per kg
Lettuce- 50 per kg https://t.co/et8U0mQXGz",[],2009-08-11 16:38:07+00:00,64760588,1587033994218160129
43,jane_mariko,,,155,69,5302,1672,Sorry but who *didn’t* go to halloween as the lettuce that outlived Liz Truss? https://t.co/yLZhjoTJYu,[],2022-07-13 09:56:40+00:00,1547157976984817665,1587033969312370691
44,lettuce_uma,ｼｬｷｯ…ｼｬｷｯ…,,179,195,75147,0,ﾓｸﾞﾓｸﾞ…,[],2014-10-18 03:02:09+00:00,2861706996,1587033963985764352
45,Wilburtwtquotes,"Quote bot of the Wilburtwt Twitter Community made by Sootupdates, a place full of chaos. Check pinned thread! (Quotes will repeat from time to time!!)","1 Admin (🐛), he/they",4,80,400,0,❝ WILBURTWT I BURNT THE FUCKING LETTUCE (AGAIN) ❞,[],2022-08-02 21:56:31+00:00,1554586828010913793,1587033881798025216
46,PeterTosh_O,,,438,468,2236,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2022-08-27 08:29:32+00:00,1563443380864004097,1587033863011926018
47,whip_lettuce,ふわふわシャキシャキ、しがない葉物です。「ときめきアイドル」が大好きで、不定期にイラストを描いたりします。あとBOOTH （https://t.co/nqVNKqa7gr）で通販やってます。,,377,466,8156,58,#ときめきアイドル #ときドル #ときドルダイアリー https://t.co/aluf0xhn8Z,"['ときめきアイドル', 'ときドル', 'ときドルダイアリー']",2018-08-28 07:17:13+00:00,1034339100466135040,1587033768904519680
48,Rowny_reagans,,"Nairobi, Kenya",9620,12508,170190,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2012-09-25 17:38:58+00:00,845934020,1587033756300451840
49,amatyan_0903,16 │ 🫧@39M0m0923 笑えんくらい低浮上,RT多いです,227,139,35957,0,@Lettuce_14 おめでとうございますー！！,[],2020-03-15 04:10:01+00:00,1239041036577435648,1587033744002912256
50,GeolKuria,"1️⃣God🙏🏽2️⃣ Family❣️3️⃣ Geology/Geophysics/Astronomy/GIS🌎,big time.
Be kind, give thanks, always.
My Philosophy is One = LOVE","Nairobi, Kenya",428,156,588,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2016-09-08 20:10:38+00:00,773976861164568576,1587033740785717250
51,Vanessa18466479,"Parent, School Volunteer, PTA Mom, Former Classroom Support Worker, ECE Student, Former Licensed Home Child Care Provider, Former Sales and Marketing.",Goderich,321,131,1036,52,"For an ed worker making $43k/yr in Ontario, Stephen Lecce’s latest bully “offer” means an extra $1.30 PER DAY in pocket. That’s about 1/4th of a head of lettuce these days. Work a week, and you can afford a whole head! https://t.co/CcaDjYyHKe",[],2018-06-25 04:15:01+00:00,1011100425699774464,1587033710758690816
52,BrayoIsiaho,A nurse with a vision,,119,78,198,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2022-05-04 12:09:19+00:00,1521824196799733760,1587033705981280256
53,keksmadam,"Bei Gebrauch nach Vorschrift gänzlich ungefährlich. (Sie/she)

📝🎧 🎙️📚🎞️🎬🍿 @robotsdragons #fckafd #nonazis","Berlin, Deutschland",585,465,64249,1672,Sorry but who *didn’t* go to halloween as the lettuce that outlived Liz Truss? https://t.co/yLZhjoTJYu,[],2012-12-16 19:39:15+00:00,1015931900,1587033668413001731
54,wmcveagh1,,,251,7,375,1672,Sorry but who *didn’t* go to halloween as the lettuce that outlived Liz Truss? https://t.co/yLZhjoTJYu,[],2019-10-14 08:22:14+00:00,1183659031187148800,1587033649823858688
55,emperiocism,"Carrie⭐31⭐she/her⭐cdn
Header by @joseethefirst! Mainly TMA, and a worm-friendly environment. https://t.co/sMuE3yVl6D",Ontario,247,993,30149,1672,Sorry but who *didn’t* go to halloween as the lettuce that outlived Liz Truss? https://t.co/yLZhjoTJYu,[],2016-01-20 21:02:09+00:00,4830737631,1587033639338008585
56,lettuce_bs,🏆32000│Brawl Stars|enjoy！,,616,602,2400,0,@harupopopo_ ギアライフ始まった✌️,[],2022-02-15 14:54:02+00:00,1493599386835763202,1587033632862277632
57,gnomeicide,"Forager, cyclist, morlock, maker of things. Chicken fan, mad inventor. Retweeting or following doesn't mean you're right. Racists and idiots blocked on sight.",Cambridge,3161,6152,292547,0,"Yesterdays crisis was Lettuce using her own phone and it being hacked, and Johnson saying ""yeah whatev's"". Todays crisis is... https://t.co/Z9bNtqhNJ2",[],2010-08-11 14:22:43+00:00,177199690,1587033598825201665
58,lettuce_bs,🏆32000│Brawl Stars|enjoy！,,616,602,2400,0,@harupopopo_ ありごとーー！！、,[],2022-02-15 14:54:02+00:00,1493599386835763202,1587033572699172864
59,66ham1,,,484,75,39641,51,Oof. It's not as immediately damning as the lettuce comparison - but it will have a much longer shelf-life. https://t.co/aLLAHu4wOe,[],2019-02-18 11:47:33+00:00,1097462621861748737,1587033562649448448
60,tiamcbay,"🇨🇦
Mama & Wife.
Saved by Grace Through Faith.
I Speak in GIFs","Ontario, Canada",324,165,7934,52,"For an ed worker making $43k/yr in Ontario, Stephen Lecce’s latest bully “offer” means an extra $1.30 PER DAY in pocket. That’s about 1/4th of a head of lettuce these days. Work a week, and you can afford a whole head! https://t.co/CcaDjYyHKe",[],2010-09-23 20:28:07+00:00,194279668,1587033535399034880
61,bddloser,u know the drill (gymtwt) (19yo),sheher,120,117,838,3,Orthorexia doesn’t mean you have a lettuce for lunch with some chicken. It doesn’t mean you go to the gym and eat healthy. That’s called taking care of your body.,[],2022-10-13 09:36:09+00:00,1580492522635272196,1587033455875031040
62,Claps_pi,I guess I let the cat outta the bag🌍,T.I.A,617,28,145,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2019-07-29 20:33:46+00:00,1155939493968580608,1587033409200836609
63,Lettuce_Labo,ガルパンのみほゆかを中心に百合イラストや漫画を描くよ / えち絵→＠Lettuce_boiled / pixiv→https://t.co/q4gzk66AOQ / skeb→https://t.co/AiINqWqUK5,レタス(鹿児島産),498,1826,58632,0,&gt;RT   文章に勢いがありすぎる,[],2015-12-13 23:55:34+00:00,4551541940,1587033398735867905
64,kikirecovers,she/her • 24 • desi • minors/non edtwt dni,struggle city,83,454,11116,0,"need to do a grocery shop smh I need oats, chicken, wraps, cheese and maybe some fresh tomatoes and lettuce too. and spinach",[],2016-10-16 11:17:59+00:00,787613556980277248,1587033397448376325
65,hollywoodkms,"Husband, Wife, kids, dog, repeat",,780,90,1614,51,Oof. It's not as immediately damning as the lettuce comparison - but it will have a much longer shelf-life. https://t.co/aLLAHu4wOe,[],2011-08-07 20:30:07+00:00,350463842,1587033393459593222
66,Ruby2shoes6,Socialist European #KeepChanel4Public #DemandBetter #enoughisenough # what happens there eventually happens here#Betofortexas #general election now!,Gods own county,741,321,8900,51,Oof. It's not as immediately damning as the lettuce comparison - but it will have a much longer shelf-life. https://t.co/aLLAHu4wOe,[],2020-06-06 12:17:29+00:00,1269241751669215233,1587033350002417666
67,itsinthegroove,"Scouser. Food banks aren't the answer, they're the question. YNWA. Don't tell him Pike.","Jam Butty Mines, Liverpool.",5137,5137,9370,51,Oof. It's not as immediately damning as the lettuce comparison - but it will have a much longer shelf-life. https://t.co/aLLAHu4wOe,[],2020-08-31 17:59:40+00:00,1300493344255217673,1587033321271328769
68,whip_lettuce,ふわふわシャキシャキ、しがない葉物です。「ときめきアイドル」が大好きで、不定期にイラストを描いたりします。あとBOOTH （https://t.co/nqVNKqa7gr）で通販やってます。,,377,466,8156,0,@ossan_2099 @ibisnet @ARUMA_2006 凍らせたバナナで釘を打つCMを思い出しました,[],2018-08-28 07:17:13+00:00,1034339100466135040,1587033253781049344
69,Lettuce_Labo,ガルパンのみほゆかを中心に百合イラストや漫画を描くよ / えち絵→＠Lettuce_boiled / pixiv→https://t.co/q4gzk66AOQ / skeb→https://t.co/AiINqWqUK5,レタス(鹿児島産),498,1826,58632,5225,お医者さんにお尻の穴を焼かれた時の話です https://t.co/ifTD99w5kf,[],2015-12-13 23:55:34+00:00,4551541940,1587033241470410752
70,king__davie,Humble||Opinionated||Arsenal is lifestyle,"Basel, Switzerland",11845,11281,58964,915,"My dad's shamba produces red , green and yellow bell peppers, ice berg lettuce, red onions, yellow beans, maize, spinach and sukuma. Directly from the shamba, deliveries every Monday,Thursday in nairobi. Please retweet so it can reach potential consumers 🥰😇 dm for any enquiries https://t.co/McM2xkJ2RT",[],2011-01-23 11:37:13+00:00,241889136,1587033199141683200
71,salnoonie,Imagine I'm yelling my side of a conversation at you while sorting laundry in another room.,Gadigal Land,2669,810,11467,1672,Sorry but who *didn’t* go to halloween as the lettuce that outlived Liz Truss? https://t.co/yLZhjoTJYu,[],2009-03-04 07:29:36+00:00,22746023,1587033194238730242
72,Toha_Lettuce,女装っていいよね。HAWKS Fun!!,東京都,189,151,5957,0,@Musa_Shiki どうかご無事で....,[],2020-12-28 13:05:04+00:00,1343543437014884354,1587033189372993536
73,graceokelly,✨,,348,162,1475,0,Liz Truss and the Giant Lettuce https://t.co/cVQm9LrHY3,[],2014-04-25 23:35:35+00:00,2463785630,1587033180888072193
74,lettuce_egg,🥐,,159,11,3607,2146,5話のミオリネ https://t.co/ktQ7xu5FdG,[],2014-11-06 14:29:52+00:00,2892296863,1587033172134723588
75,MaKingdom,ゲームやりまくるどー！,そこらへん,67,49,18859,0,@lettuce_kun ほんまに……,[],2014-10-20 03:08:38+00:00,2866329115,1587033157794426880
76,Qwerty63980357,,,2717,411,18329,51,Oof. It's not as immediately damning as the lettuce comparison - but it will have a much longer shelf-life. https://t.co/aLLAHu4wOe,[],2020-05-25 16:58:07+00:00,1264963846827126784,1587033157764784128
77,splashthatcat,,,665,681,111491,1672,Sorry but who *didn’t* go to halloween as the lettuce that outlived Liz Truss? https://t.co/yLZhjoTJYu,[],2009-08-19 16:57:57+00:00,67052806,1587033152555466753
78,TwitVogler,"Help #Ukrainian Freelancers. 🇺🇦

Browse all #Ukrainian freelancers here: 👉https://t.co/RTop6j6Rfx",Italy,45,38,4142,1,"This video is going to make you hungry! BLT'S Bacon Lettuce Tomato On the Black Stone!
https://t.co/qKbREZaXfj via @YouTube",[],2017-06-18 20:55:03+00:00,876543805901729792,1587033137179426818
79,pixelated2whirl,"""Kindness is the language which the deaf can hear and the blind can see.""",,1550,781,19469,1672,Sorry but who *didn’t* go to halloween as the lettuce that outlived Liz Truss? https://t.co/yLZhjoTJYu,[],2018-01-15 22:28:57+00:00,953031277900427264,1587033100239966212
80,ODINGAH,.Enterpreneur.Owner.Strategic https://t.co/g6YfSF5yuG,KENYA,211,98,819,13,"Here are the prices: 
Bell peppers -
Green- 60shs/kg
Red and Yellow- 150/kg
Tomatoes- 40 per kg
Sukuma and Spinach- 30 per kg
Lettuce- 50 per kg",[],2009-06-26 06:27:58+00:00,50949771,1587033068883378176
81,theatreteaches,"franco-ontarienne, enseignante passionnée du théâtre et toutes choses culturelles. les opinions présentées sont les miennes.",,1207,194,2406,52,"For an ed worker making $43k/yr in Ontario, Stephen Lecce’s latest bully “offer” means an extra $1.30 PER DAY in pocket. That’s about 1/4th of a head of lettuce these days. Work a week, and you can afford a whole head! https://t.co/CcaDjYyHKe",[],2014-10-21 14:30:05+00:00,2868992222,1587033038902411264
