,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,accountID,accountCreatedAt,tweetID
45,Hxn_zitx,⩩ 🛐 Ꮺ ⋆ ⩇⩇:⩇⩇ 💜,❒        illumi      ⌕     𝗹,434,95,4309,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2021-03-18 02:56:41+00:00,1372381286720020480,1584276934283841536
46,0nlylnDreams,Gravity will bring you down,Cowtown,219,74,42389,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2021-01-13 06:30:04+00:00,1349242258042679300,1584276911961690112
47,TheGuuruGuru,Punished Caesar. | FF14 Stan Account | Kingdom Hearts - Tower of God - OP - Conan - RWBY - Major/2nd - Danganronpa - MGS |,Eorzea,2782,672,40968,0,"@yonatanhoresh Depending on if Togashi keeps up publishing new chapters, I could see them doing 12 episode seasons 4-5 years from now.",[],2013-03-04 19:16:55+00:00,1242031021,1584276853824835584
48,DOGBOYMEGUMI,"Nec possum tecum vivere, nec sine te",she/they|19|⚣,433,239,46133,1,@DOGBOYMEGUMI Togashi after reusing a previous cover instead of drawing a new one https://t.co/xAJEvh74fu,[],2017-11-02 14:56:44+00:00,926100771720056833,1584276765585068032
49,ShinMegamiJimi,"swear to god, what I been through would make your stomach hurt",he/him,4099,1029,247111,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2018-01-31 02:21:25+00:00,958525597927518211,1584276756663787520
50,WilTito,Just a simple man who lives in a complicated world that loves fiction and hates reality! #PepelePewisnotdead #bonkerssweep #NoRelation #unpauseriseofthetmnt,TX,4988,960,268905,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2009-08-07 16:36:38+00:00,63767559,1584276697834483712
51,MetiNTBG,"I post/rt +18 stuff so turn off RTs please or don't follow. 
Header: @ScruffyTurtles. PFP: @235rika
Work Email: metintbg@gmail","Magazine Tower, Zeth",690,10892,173760,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2012-11-21 20:02:01+00:00,963008713,1584276658076323840
52,yonatanhoresh,"Capital W Writer, pfp by @artsyrean",he/him,129,357,37892,0,"@Alli_alt On one hand you're right about the existing adaptation's length, but on the other we don't know when Togashi will finish, and how dated the anime will be by then",[],2018-08-12 19:13:05+00:00,1028721048039186432,1584276588853547008
53,19_Kumaa,"21y//LLI//
ig: miguel_luis04","Porto, Portugal",165,41,12236,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2014-12-28 20:34:41+00:00,2946452284,1584276523997331457
54,ourslmy,❤️💙 Blaugrana,Gotei 13,48,45,938,1,le retour de togashi sensei quel plaisir de relire du #hxh,['hxh'],2020-07-18 07:31:51+00:00,1284390325486858240,1584276512613617664
55,Radical_Doppio,Founder of EreZe / Executive assistant of @flochupdates / Non-binary (Agender) / 18 / Not spoiler-free / Multi-fandom / Sometimes NSFW rts!!!,They / Them,819,508,139715,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2018-06-17 19:54:53+00:00,1008437847752396801,1584276371844796417
56,Frozzentape,creative director 🎥 mad scientist  Its okay not to be okay🖤,"San Antonio, TX",76,37,2068,61,"Yoshihiro Togashi Chronicle 8th manga volume series will be released on October 28th in Japan.

This *new* series brings readers all of Togashi's works in serialized format.

Volume 2 will consist of Killua Zoldyck on the covet and will release November 11th in Japan https://t.co/UUbrh0P2BR",[],2019-11-13 22:58:10+00:00,1194751274593456128,1584276323043639298
57,K1ngCorz,🌪,Impel Down ,998,1588,37383,458,Yoshihiro Togashi remembers Yu-Gi-Oh Kazuki Takahashi in his comment after Hunter×Hunter returns from a long hiatus https://t.co/gZFZiR6Eyh,[],2019-03-31 15:45:41+00:00,1112380451908407296,1584276316626354176
58,Onizuka1406,"Je suis japonais, dōmo, je suis fils du soleil levant. Arigatō. Je suis japonais, je suis japonais. Je suis japonais, je suis né au Japon.",Shibuya ,46,55,39950,21105,Yoshihiro Togashi creator of Hunter × Hunter and his wife Naoko Takeuchi author of Sailor Moon. https://t.co/SPwr1b8Zuj,[],2013-03-03 03:57:27+00:00,1237625916,1584276300130238464
59,KinguGaiden,"Habibi man | Kirby (banner by @Suyasuyabi427) JoJo, One Piece | I just be thinkin about her",Endless Calamity (Canada),911,500,79420,0,@LxstenHereYou Togashi just showing off his masterpieces to let the world know of his return 👍,[],2019-02-13 15:30:29+00:00,1095706786739470337,1584276239174742016
60,SanandezL675,Antisocial y un desmadre de persona,,48,2,552,111,"Tras 3 años y 11 meses, el episodio 391 del manga de Yoshihiro Togashi, ""Hunter x Hunter"", fue publicado en la revista Weekly Shonen Jump. La última publicación se había lanzado el 26 de noviembre de 2018. #hunterxhunter https://t.co/TGTJc9IBDw",[],2019-09-21 20:27:49+00:00,1175506711874064384,1584276227715923970
61,MaddiePrimrose,Writer. INTJ. Proud dog mama. Pro wrestling fan. Pokemon trainer. Former @LasMusasBooks Hermanas mentee. Horror lover. I ❤ astrology. 😂🎈👽 ♈,Meteor City,965,880,6390,110,"Shonen Jump REMIX will be releasing 'Togashi Yoshihiro Chronicle', an 8-volume collection compiling all of his works: 'Ten de Showaru Cupid', 'Yu Yu Hakusho', 'Level E' and 'HUNTERxHUNTER'.

Volume 1 releases on October 28th, and Volume 2 is scheduled for November 11th. https://t.co/8x89AICJyK",[],2012-03-25 04:46:31+00:00,535997365,1584276204374237184
62,resiirevo,average evangelion enjoyer (depressed),pdx,114,596,60842,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2009-05-16 08:33:11+00:00,40433702,1584276159877242880
63,Neobirdy,"I love Bakumatsu Rock☆ ♡幕末Rock☆
__
🚫Please do not re-use, alter, or redistribute my artwork ⚠️
-
☆FFXIV
☆Rock Howard",hell,313,699,5385,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2018-07-08 21:07:41+00:00,1016066315298091008,1584276120421027840
64,bsp3sz,,,260,24,177,0,@kingazo13 que fais togashi ? Toga chie .,[],2022-08-17 20:27:24+00:00,1560000305093287938,1584276100397400064
65,mikotoq1070,,,1654,36,22511,1,"@mikotoq1070 @rutchan_127 @yousuke_togashi @asm_390 嬉しい❗️☺️
この番組を通して札幌のアーティストの素敵さを知るきっかけになってくれたら嬉しいな✨ありがとう❗️",[],2016-12-19 13:14:49+00:00,810835778691538944,1584276084077449218
66,miscellmaniac,⌨︎ weapon of massive consumption  ⌨︎ consistently funny but terribly written !! ☁︎ anime + cats + misc. :3 🔞 NSFW ❣︎ 𝑚𝑎𝑟𝑟𝑖𝑒𝑑 𝑡𝑜 @kamina_irl,,314,289,39614,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2015-08-03 23:27:40+00:00,3305541043,1584276080654921728
67,Dannyr9896,"Love anime/manga, rock/metal and drawing. Working on my own manga named No Future.",,619,418,55016,458,Yoshihiro Togashi remembers Yu-Gi-Oh Kazuki Takahashi in his comment after Hunter×Hunter returns from a long hiatus https://t.co/gZFZiR6Eyh,[],2013-01-11 22:40:54+00:00,1081135776,1584276048899735552
68,elementbr35,"manga color man        
                                                 
coloring instagram: bromo35_",your mom ,633,756,37942,1,@DOGBOYMEGUMI Togashi after reusing a previous cover instead of drawing a new one https://t.co/xAJEvh74fu,[],2021-05-20 02:02:49+00:00,1395198210172391426,1584276036640215041
69,kingazo13,Gran nèg kap vòlè nan peyi m' jan yo vle Malere di yo grangou yo pran baton Jèn gason fini lekòl li rete chita Paskel' pat ka jwenn on kote poul' travay,,181,16105,29760,5,Le chapitre de hxh me rappelle pk togashi n’a pas de concurrent ici bas,[],2019-10-14 17:38:33+00:00,1183799210585591808,1584276006482812928
70,ExtendoFun,🇳🇱🇲🇦 | 18 • You can call me Zaid or Extendo • @tswitched composer • Learning 日本語 • pfp drawn by: @kayllacat,he/him,702,744,52099,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2018-05-25 21:28:32+00:00,1000126492528074752,1584275940539973632
71,Kamina_irl,"The one and only Kamina
❤️ The truth of my universe is @miscellmaniac my wife❤️

English/Español",💖 01/31/2020 💖,661,164,22608,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2010-04-09 22:36:42+00:00,131312270,1584275929848610816
72,LycorisFei,do not perceive please xoxo | 19,,346,8,2463,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2020-04-07 23:38:22+00:00,1247670055229362176,1584275923662430208
73,Ale_Bumble,"pro-shiper
el que no respeta que se joda",,124,80,70802,10,SHEEEESH that was fuckin raw omg Togashi is back https://t.co/ZdTZEESRwU,[],2021-08-24 23:38:10+00:00,1430312689792868355,1584275746176241664
74,kxjx_,19. any pronouns,,383,131,78703,458,Yoshihiro Togashi remembers Yu-Gi-Oh Kazuki Takahashi in his comment after Hunter×Hunter returns from a long hiatus https://t.co/gZFZiR6Eyh,[],2019-01-27 00:33:56+00:00,1089320568464248834,1584275656451710976
75,Frozzentape,creative director 🎥 mad scientist  Its okay not to be okay🖤,"San Antonio, TX",76,37,2068,458,Yoshihiro Togashi remembers Yu-Gi-Oh Kazuki Takahashi in his comment after Hunter×Hunter returns from a long hiatus https://t.co/gZFZiR6Eyh,[],2019-11-13 22:58:10+00:00,1194751274593456128,1584275621743427584
76,JohnSanSig,Retweet whatever I like. Follow my art account https://t.co/Qmw2GPGpMJ,,99,10,8399,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2019-06-29 17:31:02+00:00,1145021873010487297,1584275604714958849
77,Felipe_Naet,25 || Ing.Informática || Hincha de la UC || Cazador de lo profano || #Swiftie  #Once #Nswer #Uaena #아이유,"Las Condes, Chile",3829,2413,47612,111,"Tras 3 años y 11 meses, el episodio 391 del manga de Yoshihiro Togashi, ""Hunter x Hunter"", fue publicado en la revista Weekly Shonen Jump. La última publicación se había lanzado el 26 de noviembre de 2018. #hunterxhunter https://t.co/TGTJc9IBDw",[],2012-01-08 18:48:38+00:00,458590555,1584275575539015681
78,MuchGoldie,📺YT : @/Goldie_,"Finistère, Bretagne",311,384,67928,0,"Mais non ? Togashi a vraiment repris son manga ? 

(Un jour je me mettrai à jour) https://t.co/QymFJcUgas",[],2010-08-11 18:53:41+00:00,177283806,1584275443728887808
79,CjStyle19,,,235,4,3,111,"Tras 3 años y 11 meses, el episodio 391 del manga de Yoshihiro Togashi, ""Hunter x Hunter"", fue publicado en la revista Weekly Shonen Jump. La última publicación se había lanzado el 26 de noviembre de 2018. #hunterxhunter https://t.co/TGTJc9IBDw",[],2022-09-15 17:18:57+00:00,1570462102946516992,1584275407263584256
80,BobToasters,"Resident tired video game player & weeb Long Island scumbag. I do neat things sometimes. I read, watch, and play lots of shit.",Forever in the Fear Zone,674,207,31438,0,"@MrBisonopolis Feel like that hasn't been the case for the last decade+, even though it doesn't feel like it's been that long I'll give you that lol. 

Between now and the end of the Chimera Ant Arc we had some really banger stuff, including my favorite fight Togashi's ever made. https://t.co/YCsD26djL1",[],2015-06-16 13:40:40+00:00,3329533720,1584275400666271744
81,TanjiroSama,,,294,18,3423,61,"Yoshihiro Togashi Chronicle 8th manga volume series will be released on October 28th in Japan.

This *new* series brings readers all of Togashi's works in serialized format.

Volume 2 will consist of Killua Zoldyck on the covet and will release November 11th in Japan https://t.co/UUbrh0P2BR",[],2019-08-11 11:17:06+00:00,1160510446258020352,1584275395523661824
82,idk_vanilla,,,260,27,11917,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2019-01-13 02:08:37+00:00,1084270964433661952,1584275384400773120
83,ben_ten_san,Mob Mob Wow,,331,593,7993,0,Acho fofo o jeito como o Togashi gosta de homenagear yu yu https://t.co/eJ6YY2k5oD,[],2020-10-24 00:52:37+00:00,1319803900908736514,1584275292746846210
84,reggioquefazcos,"Felizmente apaixonado pela minha pãozinha 💕
• 21 y/o
• Ele/dele - He/him
• Brazilian cosplayer 🇧🇷",Brasil,924,350,14148,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2020-10-19 11:35:38+00:00,1318153791699587072,1584275287554265088
85,Mal_769,https://t.co/B2AatXtDDM,,628,841,30038,0,@r7dman U said Enhancer is possible too and while I can see it from the perspective that at his core he is a pretty simple man Netero was already an Enhancer that was so strong he could basically do anything so I dont see Togashi reusing that,[],2022-01-14 12:05:30+00:00,1481960632488505348,1584275278893027329
86,NotoriousJayy,Work twice as hard for half of what everybody else has. 314 ✈️ 404 📍 SC: notoriousjayy1 IG: notoriousjayy,On a Star above the Moon ,1272,667,13917,1,"Not only is Togashi back for new Hunter x Hunter chapters, but he snuck in a new Yusuke Urameshi sketch too! Shout outs to Yu Yu Hakusho’s 30th Anniversary 😭! #HunterxHunter #YuYuHakusho https://t.co/YngDuF0YSM",[],2011-07-25 21:12:28+00:00,342336345,1584275198081400832
87,Yelnex,"Estudiante de microbiología.
Con los videojuegos, el fútbol y la música, la vida es más divertida.","Tegucigalpa, Honduras",426,449,42815,111,"Tras 3 años y 11 meses, el episodio 391 del manga de Yoshihiro Togashi, ""Hunter x Hunter"", fue publicado en la revista Weekly Shonen Jump. La última publicación se había lanzado el 26 de noviembre de 2018. #hunterxhunter https://t.co/TGTJc9IBDw",[],2010-08-23 23:01:05+00:00,182142583,1584275095706431488
88,Valdezology,cartoon goon @ComicBook @Paramountco @PopCulture // check me out on The Putty Hour and The Morgue // contact: nvaldez@comicbook.com // opinions mine // he/him,"San Antonio, TX",448,3326,72132,1,"Not only is Togashi back for new Hunter x Hunter chapters, but he snuck in a new Yusuke Urameshi sketch too! Shout outs to Yu Yu Hakusho’s 30th Anniversary 😭! #HunterxHunter #YuYuHakusho https://t.co/YngDuF0YSM","['HunterxHunter', 'YuYuHakusho']",2012-05-15 20:24:57+00:00,581218463,1584275062852419585
89,32650059,🔔🔔今は月曜か金曜にpixiv更新🔔🔔イラスト描きの、3265（みじんコ）0059（おうこく）【みじんコ王国】です🎨絵の描き方・お絵描きサプリ【#OEKAKI SUPPLE】公開中(^^),【🗼東京→🏯岐阜】▼仕事歴コチラ🙇‍♂️,928,1282,25775,194,"【#冨樫義博展 受注商品紹介】

『幽☆遊☆白書』まるごと複製原稿セット　＜のるか そるか＞&amp;＜それから…＞
49,500円(税込)＋送料2,200円（税込）

展覧会グッズ情報はこちら▶https://t.co/tjKwPVjH9K
※本商品は受注商品です。会場で注文いただけます。
#幽遊白書 #のるかそるか #それから・・・ https://t.co/GeKotF6rvs",['冨樫義博展'],2011-10-28 15:28:07+00:00,400143243,1584274918073851904
90,Pogiman666,"Horny ♈
MAL: https://t.co/i3DDJDJGny…
AniList: https://t.co/DsdqtDTizt","Budapest, Hungary",399,539,49678,0,Togashi was inspired by Chainsaw Man? https://t.co/HzQwettkiF,[],2013-04-01 13:55:48+00:00,1320397406,1584274742273798144
91,Ale_Bumble,"pro-shiper
el que no respeta que se joda",,124,80,70802,8,"man that Hunter x Hunter chapter was so fun to read. Togashi really is one of the best at crafting captivating fights, even with characters of lesser importance. Need the next chapter to drop already",[],2021-08-24 23:38:10+00:00,1430312689792868355,1584274550883508224
92,soheckinmad,"‘And now, death sounds like a melody.’ || You ain't cute. || This account is used to troll crybabies and tell you just how wrong you are.",Internet,1,1,49,0,@PeepeeShidfard @otakonic @Bear95Sher every time i see comments like these i realize togashi really played all y'all and you fell right into it (btw he's not but im not gonna waste my breath explaining trauma responses and characterization to you),[],2022-08-23 05:48:52+00:00,1561953559616167936,1584274461226053632
93,nervalitis,Premio Planeta.,,254,210,9601,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2018-01-16 17:19:14+00:00,953315722310057984,1584274430959624192
94,SimplyChance_x,An actor that doesn't act + legal consultant.,Europa (she/her),478,1272,24451,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2009-06-02 17:17:08+00:00,44159953,1584274413884559360
95,reigenaratae,,,4,4,1303,8,"man that Hunter x Hunter chapter was so fun to read. Togashi really is one of the best at crafting captivating fights, even with characters of lesser importance. Need the next chapter to drop already",[],2019-12-01 08:11:16+00:00,1201051086938787841,1584274280878985217
96,StAlnindo,Bandeur de seinen,,308,243,6649,0,@Samirben1996 Oui si Togashi avait été plus régulier  je pense que cette avis aurait choqué personne,[],2022-02-02 22:36:27+00:00,1489004778185269256,1584274246087606273
97,kleinesheimweh,"shonentard♀️
Hunter x Hunter | Gintama | Haikyuu | Bungou Stray Dogs | Jujutsu Kaisen | Persona 5 Royal | Final Fantasy",🇩🇴,235,135,3838,1085,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2010-05-19 01:20:07+00:00,145458338,1584274130056409089
98,X92446481,,,69,1,258,0,"@Josu_ke You know what? I wanna see the two Yoshi(s) get together!
Yoshihiro Togashi for story, &amp; Yoshifumi Tozuka for the art!",[],2022-06-13 12:33:39+00:00,1536325255874203649,1584274105322606592
99,Gringex_,hu tao si llegó 🛐,Costa Rica,266,14,816,111,"Tras 3 años y 11 meses, el episodio 391 del manga de Yoshihiro Togashi, ""Hunter x Hunter"", fue publicado en la revista Weekly Shonen Jump. La última publicación se había lanzado el 26 de noviembre de 2018. #hunterxhunter https://t.co/TGTJc9IBDw",[],2016-02-27 17:14:45+00:00,703629351590322177,1584273873155272705
