,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,accountID,accountCreatedAt,tweetID
10,Emmanue25967322,,,75,22,457,3,"BREAKING: CBN to release re-designed Naira notes December 2022… what do you think?🤔

Ruger kanye Horny of life #MartellBox Rufai cuppy Yeezy Bella shmurda Edafe Emeka Fulani Biko haram inter Milan #Messi𓃵 igbo Rema Laycon machala Twitter NG #Telegram Labour Party Peter obi https://t.co/b5kchxLQ6R",['MartellBox'],2022-01-29 20:53:13+00:00,1487528935093067777,1585275363562819585
11,capikamran,,"Itaewon, Rembau",222,421,50558,2203,Forbes claims Kanye is no longer a billionaire after partnership with Adidas ends 🤯‼️ https://t.co/6HGGYbkser,[],2017-01-27 11:36:40+00:00,824944208943255552,1585275363277406208
12,punch_it_ensign,She/Her. Please look b4 following. if you know me irl I'm sorry and mind your business. Black as Hell 🇲🇽 Not strictly star trek $Laurdy pfpbanner by @mushm0on,,342,140,59435,32,"she really do the whole “what the right hand does, the left hand doesn’t know” with her public image &amp; social media. i find it amazing that this whole thing is about Kanye being rightfully booted for his antisemitism &amp; somehow it’s still all Black ppl fault he alt right 🤨",[],2020-09-19 02:30:18+00:00,1307144829940441088,1585275362996633601
13,realfemsapien,Follower of Christ. ✝️ Act right or get blocked. 😌,,147,2460,2548,0,"@friendswithppl Have you listened to anything Kanye actually said on the matter or did you just read/watch someone recapping it?

I am WELL aware of the holocaust (more than most millenials). I’m also of the aware of the human propensity to commit that same evil against ANY group.",[],2022-04-18 18:14:49+00:00,1516118014785114119,1585275362468139009
14,valeriacervn,no me preguntes xq puse ese tuit,"Chicago, illinois.",352,1111,48869,145,"De hecho, que Kanye auto destruyera su carrera y su legado era lo más Kanye posible.",[],2013-07-13 01:21:25+00:00,1589805384,1585275361599770625
15,humbleguy36,"South Gate High, UCLA, USC, Chapman College, Northop, Engineer, Math/ Computer Teacher, private pilot, Anaheim, Phoenix, proudly not WOKE","Arizona, USA",829,988,44853,282,Kanye West Says Planned Parenthood Was Founded to “Kill the Black Race” https://t.co/9TQbP7VKld https://t.co/rz5wJIfQyh,[],2009-06-21 00:16:51+00:00,49169452,1585275361381654529
16,Statesvegas1,Living the Dream ;),Statesvegas,409,90,19752,15197,I am sure Kanye can still get a fashion deal with My Pillow.,[],2011-09-17 13:37:35+00:00,375085212,1585275360802996225
17,VictoireFerber,🇫🇷🦋,,385,100,2261,20858,"Aftermath of Kanye West’s antisemitic comments:

Adidas cut ties
Balenciaga cut ties
Vogue and Anna Wintour cut ties
Dropped by talent agency, CAA
Dropped by lawyer
Streams, sales &amp; airplay plummeted
Restricted from Instagram &amp; Twitter
Stadium shows cancelled
Documentary shelved https://t.co/D1UiaAG3e9",[],2018-08-28 12:21:20+00:00,1034415634413756416,1585275359276179457
18,kwesielan23,living everyday as it comes by the grace of God,,203,270,17216,746,"“Adidas didn’t cancel Kanye West when he made all his comments on Black people!”

Blacks didn’t unite to boycott him, because y’all wanted to be dripped in Yeezy &amp; y’all wanted to praise him &amp; his Sunday Service church cult. Hell, some of y’all still haven’t canceled R. Kelly..",[],2015-05-30 07:16:52+00:00,3303545740,1585275358328377344
19,champagneajdro,in love w katie🗡🖤 trans dude🏳️‍⚧️ he/him,having sex,182,131,13645,1522,If Spotify removes even a single Kanye West song from streaming because of a comment Ye made but they leave up entire Ben Shapiro and Joe Rogen podcasts then it was never about the content of what Ye said it was about who said it.,[],2019-04-01 17:58:19+00:00,1112776219454373888,1585275358034526208
20,MarkEll56126566,ER doc,"West Virginia, USA",194,34,819,5849,Chicago has officially dropped Kanye as a spokesperson https://t.co/9Dx4OfmZZD,[],2016-08-25 19:47:54+00:00,768897709612920834,1585275357782999042
21,Ronilj261,"ALLY FOR EVERYTHING FOX HATES
I 🚫 ALL: Crypto, Q, MAGA, Bullies, Lies, Bots, & Trolls.
 VOTE OUT ALL REPUBLIKKKANS",Blue dot in Qtah ,7747,7235,442461,491,"A billionaire rapper is paying a price for spewing hate, but a millionaire cable TV host is still getting paid for hate.

If you’re not AS CONCERNED about Carlson as Kanye, you’re discounting the moral price America pays when HATE, #Racism &amp; #Antisemitism IS the BUSINESS MODEL. https://t.co/uLU8F5VJfF",[],2017-05-06 21:49:44+00:00,860974889007685633,1585275357371846658
22,bridgeradio987,Connecting Many Voices,"Asaba, Nigeria",733,1515,28637,0,"Now Playing-""One Time"" by @jtblowofficial cc @iamdjwhizz on #Afternoonjoli w/@ObrikeUfuoma #TheOgbueshiOneOfSports  #TuneIn 2:00pm - 5:00pm

ListenLive on;https://t.co/fYEByrsXfT

#ConnectingManyVoices  #wednesdaythought Kanye https://t.co/moP3WAUST7","['Afternoonjoli', 'TheOgbueshiOneOfSports', 'TuneIn', 'ConnectingManyVoices', 'wednesdaythought']",2016-11-17 12:40:12+00:00,799230658618986496,1585275356784762880
23,edmeyer_able,"I will do all I can to hold treason trump & his seditious cult accountable for #InsurrectionDay 1/6/21 
 I swear a LOT",On the river,3210,4190,216658,1250,"Just a reminder that, two weeks ago, @TuckerCarlson interviewed Kanye, edited out the most explicit anti-semitism, and then told his audience of millions that Kanye was ""not crazy"" and ""worth listening to.""

https://t.co/pPqD9iSUHV",[],2012-03-04 21:37:28+00:00,514793921,1585275356453421059
24,WatchTheThorne,I'm wilding your honor,Atlanta ,803,1034,69589,0,@DirtyGrails Like ok they were behind Nike before Kanye. And they still were with him lol yes he increased revenue greatly but this still a multi billion dollar company we talking about regardless,[],2011-03-12 03:28:22+00:00,264568282,1585275356000358403
25,Thagood_king,,"Bronx, NY",822,723,30309,2552,Kanye a dit que l’esclavage était un choix mais il a attendu qu’il touche aux dragons célestes pour mettre un terme mdrrr c’est chaud https://t.co/logPa43kef,[],2016-07-18 19:23:00+00:00,755120705100972033,1585275355958476803
26,tysalihu,#Law Bro 😀 | #Environment|  #Climate | #Power |Education| Soft Life Advocate ⚖,,2836,9849,272378,556,"Adidas, Balenciaga, etc literally watched as Kanye made a mockery of black people and their sufferings but they drew a line somewhere. Yet a lot of people seem to be overlooking where the line was drew",[],2010-02-09 08:34:32+00:00,112661511,1585275354373128193
27,kathleenmwade,,"San Francisco, CA",3096,961,140375,3468,BREAKING: Streaming service Spotify announces that it will NOT drop racist Trumper Kanye West from its service over his shockingly antisemitic threats because they “did not violate” Spotify’s policies. RT IF YOU THINK THAT SPOTIFY MUST DROP KANYE WEST!,[],2015-11-18 00:20:09+00:00,4273097474,1585275354310004736
28,CatgirlN0ir,"Black 18 yo Trans girl who is not okay ♤ Discord:Lappz #2677 ♡
Catgender ♧ Priv: @Ventppy (literally anyone) ★ Alts: @LappyBappyBoop ◇💗:@SquishyGamerBoy",She/Ze/Nya,261,274,10514,0,@Bubster3020 they're right above new kanye fans,[],2022-09-13 22:55:43+00:00,1569822119785013248,1585275351596417024
29,Morpheus358,,,715,208,3509,42,when u see why Kanye is trending again... https://t.co/RgoftZGPRu,[],2013-11-08 15:14:11+00:00,2182390542,1585275351101427712
30,mbocardov,caí,México,19,4,83,54,no me agüito kanye la esta pasando peor que yo,[],2022-10-02 04:20:44+00:00,1576426879518507009,1585275350266748929
31,DipokoMbody,bla bla bla,,165,103,2333,428,"🚨 Le basketteur Jaylen Brown annonce qu’il met un terme à sa collaboration avec l’agence DONDA Sports de Kanye West. 

""J'ai toujours et je continuerai toujours à m'opposer fermement à tout antisémitisme et discours de haine"" 💭 https://t.co/gax2ZlRWWO",[],2018-10-09 16:19:58+00:00,1049695979224612867,1585275349943947265
32,Nynyalliyah,Climate Advocate || She/They || Janelle Monae is ma baby🥺,Trinidad and Tobago,287,323,28488,901,had kanye just released new body none of this would’ve happened,[],2014-08-14 19:50:22+00:00,2732645678,1585275349432238084
33,BarrowsIii73,"Im back!  After 2 yrs
Medical Discharged USAF Vet!
Happily Married 26+yrs I dont respond to DM out of respect for my wife!  Truth Social ( leroybarrows )",Blanco Texas,931,772,20174,365,"The people outraged and cancelling Kanye are the same people that were SILENT over China enslaving millions to make products sold into the USA.

They were SILENT when businesses and government forced people to take an untested shot or be fired from their jobs.

HYPOCRITES 🤡",[],2022-04-29 21:32:24+00:00,1520153995989458945,1585275349100859394
34,TheCakegurl,Allah over everything 🤍||A practising Muslimah🧕🏻||Heavy on A'lhamdulilah🤲🏻||A Baker🎂🥯||Music lover🎶||ADs and PRs||Business convos only 📩,My Happy Place,4660,15954,41646,328,Kanye West did not go from hero to zero after his antisemitic remarks under 48 hours because of d Illuminati or white supremacy. He got d reaction he never expected because d jews r a united front. And we blacks like defending nonsense and not cancelling whoever insults us,[],2022-01-19 10:19:29+00:00,1483745858822844426,1585275348874403840
35,pierre_ismail,🤑,,130,53,9821,1927,Lil Duval speaks on Kanye West: “y’all bout to see how much of a billionaire ya boy never was soon” https://t.co/Kwh2Zlh0RS,[],2021-01-06 08:12:07+00:00,1346731192754827265,1585275347565744128
36,DSCBland,Critical thinker... Unapologetically Foundational Black American fiction writer. Black Chess King #DefeatRacismWhiteSupremacy. Success is my revenge,"NY, SD, N S Island",289,625,16585,29,"If Kanye had read a copy of The Isis Papers, he wouldn’t be in this situation. Once again, every Black household should have a copy of the Black Bible https://t.co/61CEYw7Z7H",[],2017-07-10 15:53:52+00:00,884440542578454529,1585275346928078848
37,yanicelrgd,the real one,Anfield Road ,425,245,59441,393,🗣️ Quand Ye (Kanye West) parlait de la « culture » en 2019 💬 https://t.co/43pUP36fNo,[],2015-10-19 21:54:29+00:00,3997480216,1585275346160680960
38,TheLilB202,OVERDOSED ON SELF LOVE ❤️🥰,"Orange, CA",13,136,163,14316,I need as many psychiatrists as possible on this bird app to make it clear that Kanye’s anti-Blackness has nothing to do with his bipolar disorder.,[],2022-10-20 15:47:57+00:00,1583122830421622791,1585275346122833921
39,mebidick,"23 june cancer, do with that what you will",any pronouns,123,96,9619,3,"Breaking ❗️❗️

BIM cuts ties with rapper Kanye West over anti-semitism https://t.co/hKzQ6TNTsY",[],2021-12-24 06:56:41+00:00,1474272656459448320,1585275346051649536
40,ItsMeeSalinaa,,,367,198,14286,0,Everyone got an opinion about KANYE 😂😂😂 get yo own house right first. We on this app for fun.,[],2009-06-09 18:38:19+00:00,45906260,1585275345816756232
41,dangoode03,radford university mens golf 25’,"Virginia, USA",5,1,5,1522,If Spotify removes even a single Kanye West song from streaming because of a comment Ye made but they leave up entire Ben Shapiro and Joe Rogen podcasts then it was never about the content of what Ye said it was about who said it.,[],2022-06-08 13:47:11+00:00,1534532433047076866,1585275344545894403
42,ar_wise,bama grad. I get paid to watch sports  and tweet for a living.,Where the Money Reside ,873,1839,195409,2835,She by sheree has cut ties with Kanye,[],2010-07-22 07:27:35+00:00,169403790,1585275344445181952
43,FSUAlex_,"Noleblooded, Broncos #FSUAlum 🍢",The State ,605,401,77320,1,"“Why wasn’t Kanye canceled for his previous comments?”

The why: https://t.co/TLEEeXQL7l",[],2020-06-07 20:49:00+00:00,1269732955917869057,1585275344432644096
44,RealRichWilkins,"Capitalist, Christian, moderate Dem. Vet of a lot of campaigns. Big Philly sports fan. Ex-wrestler and runner.","Pennsylvania, USA",10214,13387,122705,11,"After Kanye West turned down an offer of a private tour by the Holocaust Museum in LA, saying ""Planned Parenthood is my Holocaust museum,"" the museum was flooded with antisemitic attacks.  https://t.co/EpLRGaAnmM",[],2015-09-14 03:40:04+00:00,3648998236,1585275342641631235
45,ReallyRoyer,Self verified - Favorite color: Triangle,,892,90,1305,0,"@TVext @kanyewest If Kanye was a liberal, they’d justify it and life would move on like it did last week",[],2012-01-14 15:12:47+00:00,463852413,1585275341274333184
46,imanie,Hello stalker. Feminist 💛. https://t.co/6m0cTjLNUL,,882,3537,107419,12024,"FACT: Before Kanye West was ""the face of Anti-Semitism,"" he was one of the hip-hop faces of misogynoir, anti-Blackness, Trumpism, and slavery-denial. 

And y'all still gave him contracts, documentaries, endorsements, clothing deals, and millions that became billions. 

Shame.",[],2010-10-18 00:33:50+00:00,204132871,1585275340368265217
47,004Rell,,United States,300,139,34400,0,Lil Kanye sneak diss lol https://t.co/mZeIq8Z7tn,[],2016-05-18 18:57:26+00:00,733008612063338496,1585275340301164551
48,schotdoktor,God + Family = Love & Respect Detroit Basketball Enthusiast Proud Dad! #FBR #TheResistance Proud #Liberal #Resist #KluKluxKlan is a domestic terrorist group!,,4459,3914,123951,2448,Wow hope this widely available information about the Nazi origins of @adidas doesn’t go viral and cause a massive international boycott in light of their recent silence in the face of violent antisemitism by their partner Kanye West. https://t.co/LTPsKGHYzg,[],2012-10-27 19:59:28+00:00,908810922,1585275339823108098
49,topropesquishy,"Host of the #1 Forbidden Door Podcast- we talk AEW! Host of Cafe con Leche w/Maddy - Conspiracies, Paranormal Activities, Movies, Anime, Books, Music & More!","New Jersey, USA",3263,3819,48215,496,"Here are the brand that dropped him. 👇

· Balenciaga
· MRC
· Vogue
· Creative Artists Agency
· Adidas
· Gap https://t.co/2QSjc9puOp",[],2020-06-01 16:28:14+00:00,1267493111174922240,1585275339579736064
50,Icy_Churro,I’m running away from my responsibilities. And it feels good.,Dont worry about it,542,262,1657,1007,Kanye asada https://t.co/kbIhu5O48C,[],2020-09-18 02:37:27+00:00,1306784249392046080,1585275337923067906
51,melissaharari,"🇧🇷 🇺🇸 🇮🇱 Stronger than hate 💕  Advocacy, Strategy, Wisdom, Empathy","Atlanta, GA",78,129,6540,71,"Kanye’s awful antisemitic remarks continue to pose a dangerous threat to every Jew and inspire more vicious antisemitism, including banners saying “honk if you know” and “Kanye was right about the Jews” that were hung over an LA highway. https://t.co/3CXo2t9J3l",[],2011-12-24 18:46:26+00:00,445693395,1585275337012822019
52,konanmnie0,BLOCK ME = I OWN YOU💯 | NEVER TAKEN AN L brodie: @gipwizz https://t.co/cRMbTkiM2R,,2366,416,28295,1522,If Spotify removes even a single Kanye West song from streaming because of a comment Ye made but they leave up entire Ben Shapiro and Joe Rogen podcasts then it was never about the content of what Ye said it was about who said it.,[],2020-05-14 08:30:36+00:00,1260849930090033153,1585275336081784834
53,SteveSCCM,"MAGA, Married. NotConformed! Unvaxxed! Live in Oregon, place in Orlando to escape to! Enjoy talking politics and making friends. Not looking to flirt.","Hillsboro, OR",1458,408,6679,621,"They forced you to inject an unproven substance into your body and lied to your face about what it did so you could keep your job.

But you’re STILL only outraged over Trump and Kanye.",[],2015-05-04 02:08:39+00:00,3184713061,1585275335121084417
54,Postal1982,,"Arkansas, Ozarks",781,170,9971,0,@WSJ Funny how the Main stream shuts down any person that does not go along with their way of thinking.  They tried to keep Kanye on the plantation and now that he left they are trying to devalue him as a person.,[],2009-09-20 16:36:16+00:00,75821795,1585275334576029696
55,Ngemajm,I'M LIGHT🧔🏽SKIN BUT I'M STILL A DARK N******!!!🧔🏿,"Rustenburg, South Africa",2258,1278,2638,491,"A billionaire rapper is paying a price for spewing hate, but a millionaire cable TV host is still getting paid for hate.

If you’re not AS CONCERNED about Carlson as Kanye, you’re discounting the moral price America pays when HATE, #Racism &amp; #Antisemitism IS the BUSINESS MODEL. https://t.co/uLU8F5VJfF",[],2011-02-03 13:41:50+00:00,246791388,1585275332910800896
56,LMSBN_,There is no problem so big that it can't be run away from.,,69,73,3345,7076,"New: The Holocaust Museum of LA offered Kanye West a private tour, hoping it would change his views. West turned their invitation down, and said “Planned Parenthood"" was his “Holocaust museum.” Now, the LA Holocaust museum is being flooded with antisemitic messages and threats.",[],2022-02-21 16:00:00+00:00,1495790323779342337,1585275332604571649
57,marissanpr2,,,92,22,1263,236,If I was Kanye West I would simply not say antisemitic shit,[],2020-04-20 19:02:40+00:00,1252311706232971264,1585275332440956929
58,M_Van_Something,"Foodie, Animal lover, Music lover, MMA fan & Poly-sci junkie. Proud Canadian. 🇨🇦 #WeTheNorth","Toronto, Ontario",4958,2996,84561,8950,Kanye spent 20 years building one of the biggest empires in music and fashion and threw it all away bc he wanted to repeat Candace Owens talking points on tv,[],2017-12-01 16:01:30+00:00,936626315184279552,1585275331367370752
59,Dxgenie,Just a Lady and a Menace 🧞,In a Lamp or Bottle 🇧🇧🗽,374,491,112279,1183,"For anyone wondering why it took antisemitism for Kanye to be dropped by Adidas. This video is from June, 2018. One month after the Slavery was a choice comment. There are people in this video who told me personally how lost Kanye was. They were less mad when the invitation came https://t.co/uCdlcgzM1v",[],2010-12-13 04:25:23+00:00,226038736,1585275330746515456
60,Refilwespagen,"Sexual HEALTH Advocate.
A big philogynist. 
Onika Maraj's daughter
Reece STAN.
Insta: @Refilwe_spagen","Pretoria, South Africa",44,140,1667,39,I swear I will not be surprised if we find out Kanye is saying all this shit just because he thinks Pete Davidson is Jewish,[],2018-01-03 21:35:35+00:00,948669189534961666,1585275330645876736
61,Adizzle64,"Seeker of Truth, Knowledge and Wisdom. Husband and Father.","Phoenix, AZ",543,232,11455,621,"They forced you to inject an unproven substance into your body and lied to your face about what it did so you could keep your job.

But you’re STILL only outraged over Trump and Kanye.",[],2009-04-08 12:36:38+00:00,29704529,1585275330318606336
62,ResisterDean,I do NOT fb MAGA/BOTS/PORN  #GunSense #BLM #Climate #Notrophyhunting 🌈 Christian   #USSS  #published #BlueCrew @1drcole #connectblue    ⛔️DMs⛔️,"Maine, USA",47839,48698,47180,5849,Chicago has officially dropped Kanye as a spokesperson https://t.co/9Dx4OfmZZD,[],2020-02-01 00:37:00+00:00,1223404718828945413,1585275330004226049
63,YoungReshaBaby,I just retweet shit fr,,334,221,17677,12682,"Black ppl were still buying Yeezys, still going to Sunday Service, still going to those DONDA shows, still watching his interviews, still listening to his albums, still calling him a genius. Black peers, execs and fans. 

That's why Kanye's anti-black speech didn't cancel him.",[],2014-07-25 03:00:28+00:00,2723740905,1585275328594853888
64,TomGHughes2,"Left wing and left-handed on the Left Coast. Votes Blue and supports compassionate and egalitarian policy. It's a You and Me world, not a You or Me one.","Oregon, USA",3947,3710,13276,15197,I am sure Kanye can still get a fashion deal with My Pillow.,[],2021-04-16 13:54:34+00:00,1383056126506246148,1585275328401850372
65,ImChristianKing,Tech / Kicks / Photographer / Movie Lover / World Traveler / Sports Junkie /,In Your Dreams,1275,368,39446,0,I've only been to maybe 6 concerts in my life. But 4 have to be in the top 10. Beyonce comes in at number 1 but Fallout Boy is on her neck at 1B. Kanye is at number 3 and Usher is number 4. https://t.co/UYgyl25w2h,[],2013-01-04 05:57:43+00:00,1059660918,1585275328255197184
66,Duzzyduz,#SoftwareEngineer #Frontend #KCOB #Indomitable #Andelan #Roveran harnessing the rivers of tech,,722,545,46102,13717,"okay but forreal, the swift response to kanye’s antisemitism vs. the silence when he was tormenting the black community is reaaaaally something to witness.",[],2011-03-17 09:16:18+00:00,267652082,1585275325692379137
67,nicotinani,"esse perfil como comédia não diverte, como drama não comove e como política não direciona",ele/ela,270,332,30083,0,"""nao mas se o kanye fosse branco"" nao é como se o kanye falasse bosta há mais de uma década e saísse impune disso pra so sofrer as consequências agora kkkkkkkkk se manquem muito nesse discurso identitário barato https://t.co/FL0SzKMm3V",[],2017-11-20 00:43:17+00:00,932408972560044032,1585275322303483906
68,VoiceBoxNoisey,Wu Fang Tang,"Austin, TX",37,1,49,613,This kanye blackballing is really proving his point.,[],2022-10-18 20:30:48+00:00,1582469230200606720,1585275321112215552
69,suzannestalling,Striving for Optimism,"Austin, Texas",4921,1575,21538,2,They couldn’t wait to announce Kanye’s net worth after the adidas deal got rocky. Couldn’t wait to whip the black man back into his “place.”,[],2009-03-13 22:48:34+00:00,24273502,1585275320978079752
70,la_dontae,🔛,,520,155,1583,0,@iamrhondamary Hey have you noticed the difference of treatment between jeffery and Kanye?? Kanye gets this but dahmer literally got a documentary on Netflix 😐 and they never attempted to cancel or critique Netflix,[],2019-11-22 19:32:02+00:00,1197960770534957056,1585275320747311106
71,swiftperiferico,gatinho preguiçoso,Minas Gerais,648,742,8705,0,"@loucadobalde Melhor que ler esse tweet, apenas ver que o Kanye está sendo cancelado finalmente",[],2010-10-18 16:40:57+00:00,204408484,1585275320516706304
72,YaMomSidepeice,Family Guy OUT NOW on ALL PLATFORMS ‼️‼️@84westoffical📸 @thattrojanguy78👻,"Georgia, USA",1667,729,1927,0,If Kanye dies commits suicide. Just know THEY killed him 👁,[],2016-01-19 23:59:03+00:00,4828040561,1585275320051109888
73,kanye_eats,my website for all the twitter stans out there.,,249,222,1761,0,@TheGangGangREAL @TheJ0hn_ @pootistwt @Loogi24 @adieu52 @BaddictXXS @PewDaGoati @youtube_bad You’re like john cena,[],2021-10-23 10:35:50+00:00,1451859848023482374,1585275319845519361
74,elramonjo,"Todo va a estar bien al final. Si no está bien, no es el final.- Richard Bach. Publicista.",Santiago,1850,4313,103920,74,Fashion's Park has reportedly cut ties with Kanye West https://t.co/anVoTXk70T,[],2009-07-22 05:57:36+00:00,59051748,1585275319526866945
